comando,texto
modoSuper,Entrando al modo super. Ejecutando ahora.
apagarLuces,Apagando luces del hogar. Solicitud recibida.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Iniciando proceso.
siguienteMelodia,Cambiando a la melodía siguiente. Acción confirmada.
abrirPuerta,Abriendo puerta principal. Solicitud recibida.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Acción confirmada.
encenderLuces,Las luces han sido encendidas. Gracias.
modoSuper,Modo super activado.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Procesando.
abrirPuerta,Accionando mecanismo para abrir la puerta. Ejecutando ahora.
encenderLuces,Las luces han sido encendidas. Gracias.
cerrarPuerta,Cerrando puerta principal. Acción confirmada.
anteriorMelodia,Reproduciendo la melodía anterior. Iniciando proceso.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Iniciando proceso.
cerrarPuerta,Cerrando puerta principal. Iniciando proceso.
anteriorMelodia,Retrocediendo a la melodía previa.
abrirPuerta,Iniciando apertura de la puerta. Solicitud recibida.
siguienteMelodia,Reproduciendo la siguiente melodía. Iniciando proceso.
abrirPuerta,Accionando mecanismo para abrir la puerta. Solicitud recibida.
apagarLuces,Desactivando iluminación general. Ejecutando ahora.
encenderLuces,Las luces han sido encendidas.
anteriorMelodia,Volviendo a la pista anterior. Ejecutando ahora.
siguienteMelodia,Reproduciendo la siguiente melodía. Por favor.
abrirPuerta,Abriendo puerta principal. Por favor.
anteriorMelodia,Reproduciendo la melodía anterior. Acción confirmada.
encenderLuces,Encendiendo luces del hogar. Por favor.
modoNormal,Reestableciendo estado normal del sistema. Gracias.
modoSuper,Modo super activado.
siguienteMelodia,Reproduciendo la siguiente melodía. Ejecutando ahora.
siguienteMelodia,Cambiando a la melodía siguiente. Acción confirmada.
siguienteMelodia,Reproduciendo la siguiente melodía. Acción confirmada.
siguienteMelodia,Avanzando a la siguiente pista musical.
siguienteMelodia,Avanzando a la siguiente pista musical.
modoNormal,Regresando al modo estándar. Ejecutando ahora.
siguienteMelodia,Reproduciendo la siguiente melodía. Iniciando proceso.
apagarLuces,Las luces han sido apagadas. Procesando.
cerrarPuerta,Iniciando cierre de la puerta. Acción confirmada.
anteriorMelodia,Volviendo a la pista anterior. Solicitud recibida.
cerrarPuerta,Iniciando cierre de la puerta. Solicitud recibida.
modoSuper,Entrando al modo super. Iniciando proceso.
modoNormal,Modo normal activado. Ejecutando ahora.
modoNormal,Regresando al modo estándar. Ejecutando ahora.
modoSuper,Modo super activado.
anteriorMelodia,Retrocediendo a la melodía previa. Acción confirmada.
anteriorMelodia,Volviendo a la pista anterior. Por favor.
modoNormal,Reestableciendo estado normal del sistema.
encenderLuces,Las luces han sido encendidas. Procesando.
modoSuper,Activando estado de máximo nivel. Ejecutando ahora.
modoSuper,Activando estado de máximo nivel. Por favor.
modoSuper,Activando estado de máximo nivel. Iniciando proceso.
siguienteMelodia,Reproduciendo la siguiente melodía. Por favor.
apagarLuces,Apagando luces del hogar. Gracias.
modoSuper,Modo super activado. Por favor.
cerrarPuerta,Accionando mecanismo para cerrar la puerta.
modoNormal,Regresando al modo estándar. Solicitud recibida.
modoNormal,Modo normal activado. Por favor.
encenderLuces,Las luces han sido encendidas. Procesando.
abrirPuerta,Accionando mecanismo para abrir la puerta. Ejecutando ahora.
apagarLuces,Las luces han sido apagadas. Ejecutando ahora.
siguienteMelodia,Avanzando a la siguiente pista musical. Solicitud recibida.
modoSuper,Activando estado de máximo nivel. Iniciando proceso.
anteriorMelodia,Volviendo a la pista anterior. Ejecutando ahora.
anteriorMelodia,Reproduciendo la melodía anterior. Acción confirmada.
anteriorMelodia,Retrocediendo a la melodía previa. Ejecutando ahora.
modoNormal,Reestableciendo estado normal del sistema. Por favor.
siguienteMelodia,Avanzando a la siguiente pista musical. Por favor.
modoNormal,Regresando al modo estándar. Gracias.
siguienteMelodia,Reproduciendo la siguiente melodía. Gracias.
modoNormal,Regresando al modo estándar. Gracias.
abrirPuerta,Abriendo puerta principal. Procesando.
modoSuper,Activando estado de máximo nivel. Por favor.
encenderLuces,Activando iluminación general. Ejecutando ahora.
apagarLuces,Apagando luces del hogar. Acción confirmada.
apagarLuces,Desactivando iluminación general. Acción confirmada.
siguienteMelodia,Cambiando a la melodía siguiente.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Solicitud recibida.
modoSuper,Entrando al modo super. Por favor.
encenderLuces,Las luces han sido encendidas. Por favor.
encenderLuces,Las luces han sido encendidas. Acción confirmada.
encenderLuces,Activando iluminación general. Acción confirmada.
anteriorMelodia,Volviendo a la pista anterior. Por favor.
encenderLuces,Las luces han sido encendidas. Gracias.
modoSuper,Modo super activado.
abrirPuerta,Iniciando apertura de la puerta. Por favor.
apagarLuces,Desactivando iluminación general. Por favor.
abrirPuerta,Accionando mecanismo para abrir la puerta. Iniciando proceso.
encenderLuces,Encendiendo luces del hogar. Por favor.
siguienteMelodia,Cambiando a la melodía siguiente. Iniciando proceso.
abrirPuerta,Iniciando apertura de la puerta. Solicitud recibida.
modoSuper,Activando estado de máximo nivel. Por favor.
modoNormal,Modo normal activado.
abrirPuerta,Abriendo puerta principal. Por favor.
anteriorMelodia,Reproduciendo la melodía anterior. Iniciando proceso.
encenderLuces,Encendiendo luces del hogar. Por favor.
anteriorMelodia,Volviendo a la pista anterior. Por favor.
cerrarPuerta,Cerrando puerta principal.
modoSuper,Activando estado de máximo nivel. Procesando.
apagarLuces,Apagando luces del hogar. Ejecutando ahora.
abrirPuerta,Accionando mecanismo para abrir la puerta. Procesando.
modoSuper,Activando estado de máximo nivel. Acción confirmada.
abrirPuerta,Abriendo puerta principal.
cerrarPuerta,Cerrando puerta principal. Procesando.
anteriorMelodia,Retrocediendo a la melodía previa. Solicitud recibida.
anteriorMelodia,Reproduciendo la melodía anterior. Solicitud recibida.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Acción confirmada.
modoNormal,Reestableciendo estado normal del sistema. Gracias.
siguienteMelodia,Avanzando a la siguiente pista musical. Gracias.
cerrarPuerta,Cerrando puerta principal. Solicitud recibida.
modoNormal,Modo normal activado. Solicitud recibida.
encenderLuces,Encendiendo luces del hogar. Solicitud recibida.
abrirPuerta,Iniciando apertura de la puerta. Por favor.
siguienteMelodia,Cambiando a la melodía siguiente. Iniciando proceso.
modoNormal,Reestableciendo estado normal del sistema. Procesando.
siguienteMelodia,Cambiando a la melodía siguiente. Iniciando proceso.
cerrarPuerta,Cerrando puerta principal. Ejecutando ahora.
siguienteMelodia,Avanzando a la siguiente pista musical. Ejecutando ahora.
modoSuper,Entrando al modo super. Gracias.
encenderLuces,Las luces han sido encendidas.
abrirPuerta,Accionando mecanismo para abrir la puerta. Iniciando proceso.
encenderLuces,Activando iluminación general. Ejecutando ahora.
cerrarPuerta,Cerrando puerta principal. Ejecutando ahora.
encenderLuces,Activando iluminación general. Por favor.
encenderLuces,Activando iluminación general. Procesando.
anteriorMelodia,Reproduciendo la melodía anterior. Ejecutando ahora.
modoSuper,Entrando al modo super. Procesando.
modoNormal,Regresando al modo estándar. Por favor.
siguienteMelodia,Cambiando a la melodía siguiente. Acción confirmada.
encenderLuces,Las luces han sido encendidas. Iniciando proceso.
siguienteMelodia,Cambiando a la melodía siguiente. Ejecutando ahora.
encenderLuces,Activando iluminación general.
modoSuper,Activando estado de máximo nivel. Ejecutando ahora.
abrirPuerta,Iniciando apertura de la puerta.
modoSuper,Entrando al modo super. Procesando.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Acción confirmada.
encenderLuces,Encendiendo luces del hogar. Gracias.
anteriorMelodia,Reproduciendo la melodía anterior. Ejecutando ahora.
siguienteMelodia,Cambiando a la melodía siguiente.
modoSuper,Activando estado de máximo nivel.
encenderLuces,Activando iluminación general. Procesando.
anteriorMelodia,Retrocediendo a la melodía previa. Por favor.
siguienteMelodia,Cambiando a la melodía siguiente. Por favor.
modoSuper,Modo super activado. Acción confirmada.
siguienteMelodia,Cambiando a la melodía siguiente. Procesando.
apagarLuces,Las luces han sido apagadas. Ejecutando ahora.
apagarLuces,Apagando luces del hogar. Gracias.
modoNormal,Modo normal activado.
modoSuper,Modo super activado. Iniciando proceso.
siguienteMelodia,Cambiando a la melodía siguiente. Solicitud recibida.
encenderLuces,Las luces han sido encendidas. Ejecutando ahora.
anteriorMelodia,Reproduciendo la melodía anterior. Gracias.
abrirPuerta,Abriendo puerta principal. Gracias.
anteriorMelodia,Retrocediendo a la melodía previa.
cerrarPuerta,Cerrando puerta principal. Ejecutando ahora.
apagarLuces,Apagando luces del hogar. Gracias.
apagarLuces,Apagando luces del hogar. Por favor.
siguienteMelodia,Avanzando a la siguiente pista musical. Procesando.
siguienteMelodia,Avanzando a la siguiente pista musical. Solicitud recibida.
cerrarPuerta,Iniciando cierre de la puerta. Acción confirmada.
encenderLuces,Las luces han sido encendidas.
siguienteMelodia,Reproduciendo la siguiente melodía. Ejecutando ahora.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Procesando.
anteriorMelodia,Volviendo a la pista anterior. Ejecutando ahora.
modoSuper,Entrando al modo super. Ejecutando ahora.
cerrarPuerta,Iniciando cierre de la puerta. Iniciando proceso.
abrirPuerta,Abriendo puerta principal. Solicitud recibida.
cerrarPuerta,Cerrando puerta principal. Por favor.
apagarLuces,Apagando luces del hogar. Ejecutando ahora.
siguienteMelodia,Reproduciendo la siguiente melodía. Por favor.
apagarLuces,Apagando luces del hogar. Solicitud recibida.
cerrarPuerta,Cerrando puerta principal. Acción confirmada.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Procesando.
anteriorMelodia,Retrocediendo a la melodía previa. Acción confirmada.
anteriorMelodia,Retrocediendo a la melodía previa. Gracias.
apagarLuces,Desactivando iluminación general. Solicitud recibida.
siguienteMelodia,Reproduciendo la siguiente melodía.
siguienteMelodia,Cambiando a la melodía siguiente.
anteriorMelodia,Retrocediendo a la melodía previa. Gracias.
encenderLuces,Encendiendo luces del hogar. Gracias.
apagarLuces,Desactivando iluminación general. Ejecutando ahora.
modoSuper,Entrando al modo super. Iniciando proceso.
modoNormal,Modo normal activado.
encenderLuces,Activando iluminación general. Solicitud recibida.
modoSuper,Activando estado de máximo nivel. Iniciando proceso.
encenderLuces,Activando iluminación general. Gracias.
apagarLuces,Apagando luces del hogar.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Ejecutando ahora.
cerrarPuerta,Iniciando cierre de la puerta. Por favor.
abrirPuerta,Iniciando apertura de la puerta. Iniciando proceso.
cerrarPuerta,Iniciando cierre de la puerta. Iniciando proceso.
anteriorMelodia,Volviendo a la pista anterior. Solicitud recibida.
modoNormal,Regresando al modo estándar. Acción confirmada.
anteriorMelodia,Reproduciendo la melodía anterior.
siguienteMelodia,Cambiando a la melodía siguiente. Gracias.
modoNormal,Modo normal activado. Solicitud recibida.
siguienteMelodia,Reproduciendo la siguiente melodía. Procesando.
encenderLuces,Encendiendo luces del hogar.
anteriorMelodia,Retrocediendo a la melodía previa. Iniciando proceso.
encenderLuces,Activando iluminación general. Acción confirmada.
apagarLuces,Apagando luces del hogar. Por favor.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Procesando.
abrirPuerta,Accionando mecanismo para abrir la puerta.
apagarLuces,Las luces han sido apagadas. Ejecutando ahora.
modoSuper,Modo super activado. Iniciando proceso.
modoSuper,Entrando al modo super. Procesando.
siguienteMelodia,Avanzando a la siguiente pista musical. Por favor.
encenderLuces,Las luces han sido encendidas. Iniciando proceso.
modoNormal,Modo normal activado. Ejecutando ahora.
cerrarPuerta,Cerrando puerta principal. Iniciando proceso.
siguienteMelodia,Avanzando a la siguiente pista musical. Ejecutando ahora.
anteriorMelodia,Reproduciendo la melodía anterior. Solicitud recibida.
abrirPuerta,Iniciando apertura de la puerta. Acción confirmada.
anteriorMelodia,Retrocediendo a la melodía previa.
siguienteMelodia,Avanzando a la siguiente pista musical. Iniciando proceso.
apagarLuces,Las luces han sido apagadas. Acción confirmada.
modoSuper,Entrando al modo super. Ejecutando ahora.
apagarLuces,Las luces han sido apagadas. Gracias.
encenderLuces,Las luces han sido encendidas.
modoSuper,Activando estado de máximo nivel. Procesando.
siguienteMelodia,Cambiando a la melodía siguiente. Solicitud recibida.
anteriorMelodia,Retrocediendo a la melodía previa.
apagarLuces,Apagando luces del hogar. Solicitud recibida.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Solicitud recibida.
anteriorMelodia,Volviendo a la pista anterior. Ejecutando ahora.
siguienteMelodia,Cambiando a la melodía siguiente. Solicitud recibida.
modoNormal,Modo normal activado. Procesando.
encenderLuces,Encendiendo luces del hogar. Solicitud recibida.
modoSuper,Modo super activado.
modoNormal,Modo normal activado. Gracias.
cerrarPuerta,Iniciando cierre de la puerta. Gracias.
abrirPuerta,Iniciando apertura de la puerta. Ejecutando ahora.
anteriorMelodia,Volviendo a la pista anterior. Gracias.
modoNormal,Reestableciendo estado normal del sistema.
apagarLuces,Desactivando iluminación general. Ejecutando ahora.
siguienteMelodia,Cambiando a la melodía siguiente. Solicitud recibida.
siguienteMelodia,Cambiando a la melodía siguiente. Acción confirmada.
apagarLuces,Apagando luces del hogar. Iniciando proceso.
encenderLuces,Encendiendo luces del hogar. Gracias.
siguienteMelodia,Avanzando a la siguiente pista musical. Solicitud recibida.
apagarLuces,Apagando luces del hogar. Solicitud recibida.
encenderLuces,Las luces han sido encendidas. Ejecutando ahora.
encenderLuces,Activando iluminación general. Gracias.
apagarLuces,Las luces han sido apagadas. Por favor.
abrirPuerta,Abriendo puerta principal. Gracias.
siguienteMelodia,Avanzando a la siguiente pista musical. Acción confirmada.
